Hero Data:
GC_Hero_Land_Swoop_Medium_C GC_Hero_Land_Swoop_Medium.Default__GC_Hero_Land_Swoop_Medium_C
GC_Hero_Land_Swoop_Large_C GC_Hero_Land_Swoop_Large.Default__GC_Hero_Land_Swoop_Large_C
GC_Hero_Land_Small_C GC_Hero_Land_Small.Default__GC_Hero_Land_Small_C
GC_Hero_Land_Minor_C GC_Hero_Land_Minor.Default__GC_Hero_Land_Minor_C
GC_Hero_Land_Medium_C GC_Hero_Land_Medium.Default__GC_Hero_Land_Medium_C
GC_Hero_Land_Large_C GC_Hero_Land_Large.Default__GC_Hero_Land_Large_C
GC_Hero_Land_ExtraMinor_C GC_Hero_Land_ExtraMinor.Default__GC_Hero_Land_ExtraMinor_C
GC_Hero_Land_ExtraLarge_C GC_Hero_Land_ExtraLarge.Default__GC_Hero_Land_ExtraLarge_C
GC_DamageShield_Remove_C GC_DamageShield_Remove.Default__GC_DamageShield_Remove_C
GC_Core_FinalExplosion_C GC_Core_FinalExplosion.Default__GC_Core_FinalExplosion_C
GC_Shield_Shared_ProjectileImpact_C GC_Shield_Shared_ProjectileImpact.Default__GC_Shield_Shared_ProjectileImpact_C
GC_Recall_Teleport_C GC_Recall_Teleport.Default__GC_Recall_Teleport_C
GC_Core_Damage_C GC_Core_Damage.Default__GC_Core_Damage_C
GC_Recall_Activate_C GC_Recall_Activate.Default__GC_Recall_Activate_C
GC_Projectiles_Proj_Default_Spawn_C GC_Projectiles_Proj_Default_Spawn.Default__GC_Projectiles_Proj_Default_Spawn_C
GC_Projectiles_Proj_Default_NoHit_C GC_Projectiles_Proj_Default_NoHit.Default__GC_Projectiles_Proj_Default_NoHit_C
GC_Projectiles_Proj_Default_HitWorld_C GC_Projectiles_Proj_Default_HitWorld.Default__GC_Projectiles_Proj_Default_HitWorld_C
GC_Projectiles_Proj_Default_HitCharacterShield_C GC_Projectiles_Proj_Default_HitCharacterShield.Default__GC_Projectiles_Proj_Default_HitCharacterShield_C
GC_Projectiles_Proj_Default_HitCharacter_C GC_Projectiles_Proj_Default_HitCharacter.Default__GC_Projectiles_Proj_Default_HitCharacter_C
GC_Projectiles_Proj_Default_Explosion_C GC_Projectiles_Proj_Default_Explosion.Default__GC_Projectiles_Proj_Default_Explosion_C
GC_Projectiles_Proj_Default_Destroy_C GC_Projectiles_Proj_Default_Destroy.Default__GC_Projectiles_Proj_Default_Destroy_C
GC_Projectiles_Proj_Default_Bounce_C GC_Projectiles_Proj_Default_Bounce.Default__GC_Projectiles_Proj_Default_Bounce_C
GC_Recall_Cancel_C GC_Recall_Cancel.Default__GC_Recall_Cancel_C
GC_Melee_Missed_C GC_Melee_Missed.Default__GC_Melee_Missed_C
GC_Emote_Cancel_C GC_Emote_Cancel.Default__GC_Emote_Cancel_C
GC_DamageReflectShield_C GC_DamageReflectShield.Default__GC_DamageReflectShield_C
GC_Minion_MeleeSuper_SwingSide_C GC_Minion_MeleeSuper_SwingSide.Default__GC_Minion_MeleeSuper_SwingSide_C
GC_Minion_MeleeSuper_SwingOverhead_C GC_Minion_MeleeSuper_SwingOverhead.Default__GC_Minion_MeleeSuper_SwingOverhead_C
GC_Minion_Melee_SwingSide_C GC_Minion_Melee_SwingSide.Default__GC_Minion_Melee_SwingSide_C
GC_Minion_Melee_SwingOverhead_C GC_Minion_Melee_SwingOverhead.Default__GC_Minion_Melee_SwingOverhead_C
GC_Minion_Footstep_Super_C GC_Minion_Footstep_Super.Default__GC_Minion_Footstep_Super_C
GC_Minion_Footstep_Siege_C GC_Minion_Footstep_Siege.Default__GC_Minion_Footstep_Siege_C
GC_Minion_Footstep_Ranged_C GC_Minion_Footstep_Ranged.Default__GC_Minion_Footstep_Ranged_C
GC_Minion_Footstep_Melee_C GC_Minion_Footstep_Melee.Default__GC_Minion_Footstep_Melee_C
GC_Burst_RevealEnemyHeroes_Self_C GC_Burst_RevealEnemyHeroes_Self.Default__GC_Burst_RevealEnemyHeroes_Self_C
GC_Card_TeleportToAllyFX_C GC_Card_TeleportToAllyFX.Default__GC_Card_TeleportToAllyFX_C
GC_Card_PortalStone_LandFX_C GC_Card_PortalStone_LandFX.Default__GC_Card_PortalStone_LandFX_C
GC_Card_PortalStone_ActivateFX_C GC_Card_PortalStone_ActivateFX.Default__GC_Card_PortalStone_ActivateFX_C
GC_Card_TeleportFX_Reappear_C GC_Card_TeleportFX_Reappear.Default__GC_Card_TeleportFX_Reappear_C
GC_Burst_OnActivateTeleportForward_C GC_Burst_OnActivateTeleportForward.Default__GC_Burst_OnActivateTeleportForward_C
GC_SlowMovementInAOE_C GC_SlowMovementInAOE.Default__GC_SlowMovementInAOE_C
GC_SlowMovementAndAttackSpeedInAOE_C GC_SlowMovementAndAttackSpeedInAOE.Default__GC_SlowMovementAndAttackSpeedInAOE_C
GC_ReduceEnergyArmorActiveAOE_C GC_ReduceEnergyArmorActiveAOE.Default__GC_ReduceEnergyArmorActiveAOE_C
GC_RechargeAOE_C GC_RechargeAOE.Default__GC_RechargeAOE_C
GC_DoubleNearbyBurnStacks_C GC_DoubleNearbyBurnStacks.Default__GC_DoubleNearbyBurnStacks_C
GC_Burst_StructuresImmune_Self_C GC_Burst_StructuresImmune_Self.Default__GC_Burst_StructuresImmune_Self_C
GC_Ward_Vision_C GC_Ward_Vision.Default__GC_Ward_Vision_C
GC_DealPBAOEDamage_C GC_DealPBAOEDamage.Default__GC_DealPBAOEDamage_C
GC_ExplodeFX_C GC_ExplodeFX.Default__GC_ExplodeFX_C
GC_HealAOE_C GC_HealAOE.Default__GC_HealAOE_C
GC_Aura_Damage_Energy_C GC_Aura_Damage_Energy.Default__GC_Aura_Damage_Energy_C
GC_PBAOE_Slow_C GC_PBAOE_Slow.Default__GC_PBAOE_Slow_C
GC_PBAOE_Melee_Impact_C GC_PBAOE_Melee_Impact.Default__GC_PBAOE_Melee_Impact_C
GC_PBAOE_PenEnergy_C GC_PBAOE_PenEnergy.Default__GC_PBAOE_PenEnergy_C
GC_StealSpeedFromBleeding_C GC_StealSpeedFromBleeding.Default__GC_StealSpeedFromBleeding_C
GC_ReduceCooldownsAOE_C GC_ReduceCooldownsAOE.Default__GC_ReduceCooldownsAOE_C
GC_Burst_Cleanse_C GC_Burst_Cleanse.Default__GC_Burst_Cleanse_C
GC_Ward_TargetingStart_C GC_Ward_TargetingStart.Default__GC_Ward_TargetingStart_C
GC_Ward_TargetingCancel_C GC_Ward_TargetingCancel.Default__GC_Ward_TargetingCancel_C
GC_Ward_SphereFX_C GC_Ward_SphereFX.Default__GC_Ward_SphereFX_C
GC_Ward_Deactivate_C GC_Ward_Deactivate.Default__GC_Ward_Deactivate_C
GC_Ward_Activate_C GC_Ward_Activate.Default__GC_Ward_Activate_C
GC_BaseHealPad_Suicide_C GC_BaseHealPad_Suicide.Default__GC_BaseHealPad_Suicide_C
GC_Tower_Damage_C GC_Tower_Damage.Default__GC_Tower_Damage_C
GC_PBAOE_Cleave_C GC_PBAOE_Cleave.Default__GC_PBAOE_Cleave_C
GC_ShadowSickness_C GC_ShadowSickness.Default__GC_ShadowSickness_C
GC_Heal_C GC_Heal.Default__GC_Heal_C
GC_Damage_PrimeHelix_Attack2_C GC_Damage_PrimeHelix_Attack2.Default__GC_Damage_PrimeHelix_Attack2_C
GC_Damage_PrimeHelix_Attack1_C GC_Damage_PrimeHelix_Attack1.Default__GC_Damage_PrimeHelix_Attack1_C
GC_ShieldDamage_Tower_C GC_ShieldDamage_Tower.Default__GC_ShieldDamage_Tower_C
GC_ShieldDamage_Minion_C GC_ShieldDamage_Minion.Default__GC_ShieldDamage_Minion_C
GC_ShieldDamage_Hero_C GC_ShieldDamage_Hero.Default__GC_ShieldDamage_Hero_C
GC_ShieldDamage_DoT_C GC_ShieldDamage_DoT.Default__GC_ShieldDamage_DoT_C
GC_Hero_LastHit_Minion_C GC_Hero_LastHit_Minion.Default__GC_Hero_LastHit_Minion_C
GC_Heal_Burst_C GC_Heal_Burst.Default__GC_Heal_Burst_C
GC_Damage_PrimeHelix_Attack3_C GC_Damage_PrimeHelix_Attack3.Default__GC_Damage_PrimeHelix_Attack3_C
GC_Damage_Minion_C GC_Damage_Minion.Default__GC_Damage_Minion_C
GC_Damage_Inhibitor_C GC_Damage_Inhibitor.Default__GC_Damage_Inhibitor_C
GC_Damage_Hero_C GC_Damage_Hero.Default__GC_Damage_Hero_C
GC_Damage_Fire_C GC_Damage_Fire.Default__GC_Damage_Fire_C
GC_Damage_DoT_C GC_Damage_DoT.Default__GC_Damage_DoT_C
GC_Damage_CriticalHit_C GC_Damage_CriticalHit.Default__GC_Damage_CriticalHit_C
GC_Damage_Core_C GC_Damage_Core.Default__GC_Damage_Core_C
GC_KillingStreakEnded_C GC_KillingStreakEnded.Default__GC_KillingStreakEnded_C
GC_Damage_Tower_C GC_Damage_Tower.Default__GC_Damage_Tower_C
GC_Card_Activate_C GC_Card_Activate.Default__GC_Card_Activate_C
GC_Announcer_Dialog_Welcome_C GC_Announcer_Dialog_Welcome.Default__GC_Announcer_Dialog_Welcome_C
GC_Announcer_Dialog_TowerDeath_C GC_Announcer_Dialog_TowerDeath.Default__GC_Announcer_Dialog_TowerDeath_C
GC_Announcer_Dialog_TowerDamage_C GC_Announcer_Dialog_TowerDamage.Default__GC_Announcer_Dialog_TowerDamage_C
GC_Announcer_Dialog_RigDestroyed_C GC_Announcer_Dialog_RigDestroyed.Default__GC_Announcer_Dialog_RigDestroyed_C
GC_Announcer_Dialog_RigDamage_C GC_Announcer_Dialog_RigDamage.Default__GC_Announcer_Dialog_RigDamage_C
GC_Announcer_Dialog_PrimeHelixEnabled_C GC_Announcer_Dialog_PrimeHelixEnabled.Default__GC_Announcer_Dialog_PrimeHelixEnabled_C
GC_PlayerSpawnFX_C GC_PlayerSpawnFX.Default__GC_PlayerSpawnFX_C
GC_Minion_Ranged_Impact_C GC_Minion_Ranged_Impact.Default__GC_Minion_Ranged_Impact_C
GC_Minion_Melee_Impact_C GC_Minion_Melee_Impact.Default__GC_Minion_Melee_Impact_C
GC_DidDamage_Melee_HitTarget_C GC_DidDamage_Melee_HitTarget.Default__GC_DidDamage_Melee_HitTarget_C
GC_Card_ShieldAOE_C GC_Card_ShieldAOE.Default__GC_Card_ShieldAOE_C
GC_Card_DirectDamageToTarget_C GC_Card_DirectDamageToTarget.Default__GC_Card_DirectDamageToTarget_C
GC_Card_AOEDamage500_C GC_Card_AOEDamage500.Default__GC_Card_AOEDamage500_C
GC_Card_AOEDamage1000_C GC_Card_AOEDamage1000.Default__GC_Card_AOEDamage1000_C
GC_DidDamage_Melee_HitTarget_HandRight_C GC_DidDamage_Melee_HitTarget_HandRight.Default__GC_DidDamage_Melee_HitTarget_HandRight_C
GC_DidDamage_Melee_HitTarget_HandLeft_C GC_DidDamage_Melee_HitTarget_HandLeft.Default__GC_DidDamage_Melee_HitTarget_HandLeft_C
GC_Card_GivePower_C GC_Card_GivePower.Default__GC_Card_GivePower_C
GC_Announcer_Dialog_Victory_C GC_Announcer_Dialog_Victory.Default__GC_Announcer_Dialog_Victory_C
GC_Announcer_Dialog_PrimeHelixDropped_C GC_Announcer_Dialog_PrimeHelixDropped.Default__GC_Announcer_Dialog_PrimeHelixDropped_C
GC_Announcer_Dialog_PrimeHelixDisabled_C GC_Announcer_Dialog_PrimeHelixDisabled.Default__GC_Announcer_Dialog_PrimeHelixDisabled_C
GC_Announcer_Dialog_PlayerKilled_C GC_Announcer_Dialog_PlayerKilled.Default__GC_Announcer_Dialog_PlayerKilled_C
GC_Announcer_Dialog_MinionsSpawned_C GC_Announcer_Dialog_MinionsSpawned.Default__GC_Announcer_Dialog_MinionsSpawned_C
GC_Announcer_Dialog_MinionsIn30s_C GC_Announcer_Dialog_MinionsIn30s.Default__GC_Announcer_Dialog_MinionsIn30s_C
GC_Announcer_Dialog_LevelUp_C GC_Announcer_Dialog_LevelUp.Default__GC_Announcer_Dialog_LevelUp_C
GC_Announcer_Dialog_InhibitorDamage_C GC_Announcer_Dialog_InhibitorDamage.Default__GC_Announcer_Dialog_InhibitorDamage_C
GC_Announcer_Dialog_CoreDamage_C GC_Announcer_Dialog_CoreDamage.Default__GC_Announcer_Dialog_CoreDamage_C
GC_Announcer_Dialog_CardLevelUp_C GC_Announcer_Dialog_CardLevelUp.Default__GC_Announcer_Dialog_CardLevelUp_C
GC_Announcer_Dialog_PlayerExecuted_C GC_Announcer_Dialog_PlayerExecuted.Default__GC_Announcer_Dialog_PlayerExecuted_C
GC_Announcer_Dialog_MatchEnd_C GC_Announcer_Dialog_MatchEnd.Default__GC_Announcer_Dialog_MatchEnd_C
GC_Announcer_Dialog_InhibitorRespawning_C GC_Announcer_Dialog_InhibitorRespawning.Default__GC_Announcer_Dialog_InhibitorRespawning_C
GC_Announcer_Dialog_InhibitorRespawned_C GC_Announcer_Dialog_InhibitorRespawned.Default__GC_Announcer_Dialog_InhibitorRespawned_C
GC_Announcer_Dialog_InhibitorDestroyed_C GC_Announcer_Dialog_InhibitorDestroyed.Default__GC_Announcer_Dialog_InhibitorDestroyed_C
GC_Announcer_Dialog_Defeat_C GC_Announcer_Dialog_Defeat.Default__GC_Announcer_Dialog_Defeat_C

GEs:
StandardCriticallyWounded_C StandardCriticallyWounded.Default__StandardCriticallyWounded_C
Standard_AwardXP_C Standard_AwardXP.Default__Standard_AwardXP_C
Standard_AwardCardXP_C Standard_AwardCardXP.Default__Standard_AwardCardXP_C
StandardEnergyCost_C StandardEnergyCost.Default__StandardEnergyCost_C
StandardCooldown_C StandardCooldown.Default__StandardCooldown_C
Standard_GatherResource_C Standard_GatherResource.Default__Standard_GatherResource_C
Standard_GatherOverFlowResource_C Standard_GatherOverFlowResource.Default__Standard_GatherOverFlowResource_C
StandardLifeSteal_C StandardLifeSteal.Default__StandardLifeSteal_C
StandardPerseveranceShield_C StandardPerseveranceShield.Default__StandardPerseveranceShield_C
StandardDamageToEnergy_C StandardDamageToEnergy.Default__StandardDamageToEnergy_C
StandardSuicide_C StandardSuicide.Default__StandardSuicide_C
GameplayEffectTemplate GameplayAbilities.Default__GameplayEffectTemplate
GE_CanShopWhileDead_C GE_CanShopWhileDead.Default__GE_CanShopWhileDead_C
Standard_Bounty_Kills_CXP_C Standard_Bounty_Kills_CXP.Default__Standard_Bounty_Kills_CXP_C
Standard_Bounty_Deaths_CXP_C Standard_Bounty_Deaths_CXP.Default__Standard_Bounty_Deaths_CXP_C
GE_Card_Stat_Parent_C GE_Card_Stat_Parent.Default__GE_Card_Stat_Parent_C
GE_Card_Stat_Attack_Rating_Physical_C GE_Card_Stat_Attack_Rating_Physical.Default__GE_Card_Stat_Attack_Rating_Physical_C
GE_Grant_CardAbility_Parent_C GE_Grant_CardAbility_Parent.Default__GE_Grant_CardAbility_Parent_C
GE_Grant_Aura_PH_MvM_By_LvL_C GE_Grant_Aura_PH_MvM_By_LvL.Default__GE_Grant_Aura_PH_MvM_By_LvL_C
GE_Aura_PH_MvS_By_LvL_C GE_Aura_PH_MvS_By_LvL.Default__GE_Aura_PH_MvS_By_LvL_C
GE_Aura_PH_MvM_By_LvL_C GE_Aura_PH_MvM_By_LvL.Default__GE_Aura_PH_MvM_By_LvL_C
GE_Card_Stat_DamageVsTower_C GE_Card_Stat_DamageVsTower.Default__GE_Card_Stat_DamageVsTower_C
GE_Card_Stat_CritDamage_C GE_Card_Stat_CritDamage.Default__GE_Card_Stat_CritDamage_C
GE_Card_Stat_MaxHealth_C GE_Card_Stat_MaxHealth.Default__GE_Card_Stat_MaxHealth_C
GE_Card_Stat_CritChance_C GE_Card_Stat_CritChance.Default__GE_Card_Stat_CritChance_C
GE_Card_Stat_Attack_Speed_C GE_Card_Stat_Attack_Speed.Default__GE_Card_Stat_Attack_Speed_C
GE_Card_Stat_Resist_Energy_C GE_Card_Stat_Resist_Energy.Default__GE_Card_Stat_Resist_Energy_C
GE_Card_Stat_Resist_Physical_C GE_Card_Stat_Resist_Physical.Default__GE_Card_Stat_Resist_Physical_C
GE_Card_Stat_MaxEnergy_C GE_Card_Stat_MaxEnergy.Default__GE_Card_Stat_MaxEnergy_C
GE_Card_Stat_CoolDownReduction_C GE_Card_Stat_CoolDownReduction.Default__GE_Card_Stat_CoolDownReduction_C
GE_Grant_WardPlacement_Shadow_C GE_Grant_WardPlacement_Shadow.Default__GE_Grant_WardPlacement_Shadow_C
GE_Ward_Stealth_C GE_Ward_Stealth.Default__GE_Ward_Stealth_C
GE_Card_Stat_Attack_Rating_Energy_C GE_Card_Stat_Attack_Rating_Energy.Default__GE_Card_Stat_Attack_Rating_Energy_C
GE_Grant_Aura_PH_MvS_By_LvL_C GE_Grant_Aura_PH_MvS_By_LvL.Default__GE_Grant_Aura_PH_MvS_By_LvL_C
GE_Grant_EnergyPotion_C GE_Grant_EnergyPotion.Default__GE_Grant_EnergyPotion_C
GE_EnergyPotion_C GE_EnergyPotion.Default__GE_EnergyPotion_C
GE_Grant_HealPotion_C GE_Grant_HealPotion.Default__GE_Grant_HealPotion_C
GE_HealPotion_Flat_C GE_HealPotion_Flat.Default__GE_HealPotion_Flat_C
GE_Card_Stat_BasicRig_BuildTimerReduction_C GE_Card_Stat_BasicRig_BuildTimerReduction.Default__GE_Card_Stat_BasicRig_BuildTimerReduction_C
GE_Grant_RigPlacement_Basic_C GE_Grant_RigPlacement_Basic.Default__GE_Grant_RigPlacement_Basic_C
GE_Rig_BuildTime_CD_C GE_Rig_BuildTime_CD.Default__GE_Rig_BuildTime_CD_C
GE_OnCapPoint_C GE_OnCapPoint.Default__GE_OnCapPoint_C
GE_InWell_C GE_InWell.Default__GE_InWell_C
GE_BuildExtraction_C GE_BuildExtraction.Default__GE_BuildExtraction_C
GE_Rig_BuildingHeal_C GE_Rig_BuildingHeal.Default__GE_Rig_BuildingHeal_C
GE_Rig_ExplosionDamage_C GE_Rig_ExplosionDamage.Default__GE_Rig_ExplosionDamage_C
GE_Rig_TakeDamage_C GE_Rig_TakeDamage.Default__GE_Rig_TakeDamage_C
GE_Rig_TakeDamage_Instant_C GE_Rig_TakeDamage_Instant.Default__GE_Rig_TakeDamage_Instant_C
GE_Rig_Under_Attack_VO_C GE_Rig_Under_Attack_VO.Default__GE_Rig_Under_Attack_VO_C
GE_Objective_Damage_Resist_C GE_Objective_Damage_Resist.Default__GE_Objective_Damage_Resist_C
GE_BasicRig_StackCount_C GE_BasicRig_StackCount.Default__GE_BasicRig_StackCount_C
GE_MinionsSpawningVO_C GE_MinionsSpawningVO.Default__GE_MinionsSpawningVO_C
Standard_Award_TowerXP_C Standard_Award_TowerXP.Default__Standard_Award_TowerXP_C
Standard_Award_WellXP_C Standard_Award_WellXP.Default__Standard_Award_WellXP_C
GE_Rig_Extraction_C GE_Rig_Extraction.Default__GE_Rig_Extraction_C
GE_Rig_Extraction_CD_C GE_Rig_Extraction_CD.Default__GE_Rig_Extraction_CD_C
GE_Grant_Aura_PH_MHP_By_LvL_C GE_Grant_Aura_PH_MHP_By_LvL.Default__GE_Grant_Aura_PH_MHP_By_LvL_C
GE_Aura_PH_MHP_By_LvL_C GE_Aura_PH_MHP_By_LvL.Default__GE_Aura_PH_MHP_By_LvL_C
GE_Grant_Aura_HealthRegen_By_LvL_C GE_Grant_Aura_HealthRegen_By_LvL.Default__GE_Grant_Aura_HealthRegen_By_LvL_C
GE_Aura_HealthRegen_By_LvL_C GE_Aura_HealthRegen_By_LvL.Default__GE_Aura_HealthRegen_By_LvL_C
GE_Card_Stat_AdvancedRig_BuildTimerReduction_C GE_Card_Stat_AdvancedRig_BuildTimerReduction.Default__GE_Card_Stat_AdvancedRig_BuildTimerReduction_C
GE_Grant_RigPlacement_Advanced_C GE_Grant_RigPlacement_Advanced.Default__GE_Grant_RigPlacement_Advanced_C
GE_AdvancedRig_StackCount_C GE_AdvancedRig_StackCount.Default__GE_AdvancedRig_StackCount_C
CD_Ability_Secondary_C CD_Ability_Secondary.Default__CD_Ability_Secondary_C
GE_Recalling_C GE_Recalling.Default__GE_Recalling_C
GE_RecallTeleportFinishedFailSafe_C GE_RecallTeleportFinishedFailSafe.Default__GE_RecallTeleportFinishedFailSafe_C
GE_TravelMode_SkipCast_C GE_TravelMode_SkipCast.Default__GE_TravelMode_SkipCast_C
GE_Sprint_Casting_C GE_Sprint_Casting.Default__GE_Sprint_Casting_C
GE_Sprint_Speed_C GE_Sprint_Speed.Default__GE_Sprint_Speed_C
GE_Trainer_AwardXPOnSpawn_C GE_Trainer_AwardXPOnSpawn.Default__GE_Trainer_AwardXPOnSpawn_C
GE_AnySpawn_C GE_AnySpawn.Default__GE_AnySpawn_C
GE_FirstSpawn_C GE_FirstSpawn.Default__GE_FirstSpawn_C
GE_SpawnProtection_C GE_SpawnProtection.Default__GE_SpawnProtection_C
GE_Combat_C GE_Combat.Default__GE_Combat_C
GE_ShadowPadOff_C GE_ShadowPadOff.Default__GE_ShadowPadOff_C
GE_CombatSlow_Melee_AfterFall_C GE_CombatSlow_Melee_AfterFall.Default__GE_CombatSlow_Melee_AfterFall_C
GE_CombatSlow_Shooter_AfterFall_C GE_CombatSlow_Shooter_AfterFall.Default__GE_CombatSlow_Shooter_AfterFall_C
GE_TowerDamageResistance_C GE_TowerDamageResistance.Default__GE_TowerDamageResistance_C
GE_Card_Stat_Pierce_Armor_Energy_C GE_Card_Stat_Pierce_Armor_Energy.Default__GE_Card_Stat_Pierce_Armor_Energy_C
GE_Card_Stat_LifeSteal_C GE_Card_Stat_LifeSteal.Default__GE_Card_Stat_LifeSteal_C
GE_Card_Stat_Pierce_Armor_Physical_C GE_Card_Stat_Pierce_Armor_Physical.Default__GE_Card_Stat_Pierce_Armor_Physical_C
GE_Grant_5sCDRToAllies_C GE_Grant_5sCDRToAllies.Default__GE_Grant_5sCDRToAllies_C
GE_ShieldAOE_C GE_ShieldAOE.Default__GE_ShieldAOE_C
GE_Card_5sCDRToAllies_C GE_Card_5sCDRToAllies.Default__GE_Card_5sCDRToAllies_C
GE_Card_Stat_EnergyRegenRate_C GE_Card_Stat_EnergyRegenRate.Default__GE_Card_Stat_EnergyRegenRate_C
GE_Grant_Card_HP_PotToAllies_C GE_Grant_Card_HP_PotToAllies.Default__GE_Grant_Card_HP_PotToAllies_C
GE_Card_HP_PotToAllies_C GE_Card_HP_PotToAllies.Default__GE_Card_HP_PotToAllies_C
GE_Grant_GainMoveSpeed_C GE_Grant_GainMoveSpeed.Default__GE_Grant_GainMoveSpeed_C
GE_GainMoveSpeed_C GE_GainMoveSpeed.Default__GE_GainMoveSpeed_C
GE_Grant_Cleanse_C GE_Grant_Cleanse.Default__GE_Grant_Cleanse_C
GE_Cleanse_C GE_Cleanse.Default__GE_Cleanse_C
GE_Grant_AttackSpeed_C GE_Grant_AttackSpeed.Default__GE_Grant_AttackSpeed_C
GE_Card_AttackSpeed_C GE_Card_AttackSpeed.Default__GE_Card_AttackSpeed_C
GE_Card_Stat_HealthRegenRate_C GE_Card_Stat_HealthRegenRate.Default__GE_Card_Stat_HealthRegenRate_C
GE_Grant_Card_GainCDR_C GE_Grant_Card_GainCDR.Default__GE_Grant_Card_GainCDR_C
GE_Card_GainCDR_C GE_Card_GainCDR.Default__GE_Card_GainCDR_C
GE_Grant_AS_MS_fromBleed_C GE_Grant_AS_MS_fromBleed.Default__GE_Grant_AS_MS_fromBleed_C
GE_BenefitBasedOnTargets_Parent_C GE_BenefitBasedOnTargets_Parent.Default__GE_BenefitBasedOnTargets_Parent_C
GE_AS_MS_fromBleed_C GE_AS_MS_fromBleed.Default__GE_AS_MS_fromBleed_C
GE_Card_Attack_Rating_Physical_WhenCritWounded_C GE_Card_Attack_Rating_Physical_WhenCritWounded.Default__GE_Card_Attack_Rating_Physical_WhenCritWounded_C
GE_Grant_DamageVsShielded_C GE_Grant_DamageVsShielded.Default__GE_Grant_DamageVsShielded_C
GE_Card_DamageVsShielded_C GE_Card_DamageVsShielded.Default__GE_Card_DamageVsShielded_C
GE_Card_CritChance_VsBleeding_C GE_Card_CritChance_VsBleeding.Default__GE_Card_CritChance_VsBleeding_C
GE_Grant_Gain5PerUnitHP_C GE_Grant_Gain5PerUnitHP.Default__GE_Grant_Gain5PerUnitHP_C
GE_Gain5PerUnitHP_C GE_Gain5PerUnitHP.Default__GE_Gain5PerUnitHP_C
GE_Grant_Active_WhenHitBleed_C GE_Grant_Active_WhenHitBleed.Default__GE_Grant_Active_WhenHitBleed_C
GE_Grant_Passive_WhenHitBleed_C GE_Grant_Passive_WhenHitBleed.Default__GE_Grant_Passive_WhenHitBleed_C
GE_Standard_Bleed_C GE_Standard_Bleed.Default__GE_Standard_Bleed_C
GE_Grant_Aura_Damage_Energy_C GE_Grant_Aura_Damage_Energy.Default__GE_Grant_Aura_Damage_Energy_C
GE_Card_Aura_Damage_Energy_C GE_Card_Aura_Damage_Energy.Default__GE_Card_Aura_Damage_Energy_C
GE_Grant_PenBasedOnArmorSelf_C GE_Grant_PenBasedOnArmorSelf.Default__GE_Grant_PenBasedOnArmorSelf_C
GE_Card_PenBasedOnArmorSelf_C GE_Card_PenBasedOnArmorSelf.Default__GE_Card_PenBasedOnArmorSelf_C
GE_Grant_Card_OnKillPlayer_Movespeed_C GE_Grant_Card_OnKillPlayer_Movespeed.Default__GE_Grant_Card_OnKillPlayer_Movespeed_C
GE_Card_OnKillPlayer_Movespeed_C GE_Card_OnKillPlayer_Movespeed.Default__GE_Card_OnKillPlayer_Movespeed_C
GE_Grant_Active_OnHitStealMoveSpeed_C GE_Grant_Active_OnHitStealMoveSpeed.Default__GE_Grant_Active_OnHitStealMoveSpeed_C
GE_Grant_Passive_OnHitStealMoveSpeed_C GE_Grant_Passive_OnHitStealMoveSpeed.Default__GE_Grant_Passive_OnHitStealMoveSpeed_C
GE_Card_Passive_OnHitStealMoveSpeed_Foe_C GE_Card_Passive_OnHitStealMoveSpeed_Foe.Default__GE_Card_Passive_OnHitStealMoveSpeed_Foe_C
GE_Card_Passive_OnHitStealMoveSpeed_Self_C GE_Card_Passive_OnHitStealMoveSpeed_Self.Default__GE_Card_Passive_OnHitStealMoveSpeed_Self_C
GE_Grant_Card_MS_From_Heroes_C GE_Grant_Card_MS_From_Heroes.Default__GE_Grant_Card_MS_From_Heroes_C
GE_Card_MS_From_Heroes_C GE_Card_MS_From_Heroes.Default__GE_Card_MS_From_Heroes_C
GE_Grant_Active_OnAbilityHitMoveSpeed_C GE_Grant_Active_OnAbilityHitMoveSpeed.Default__GE_Grant_Active_OnAbilityHitMoveSpeed_C
GE_Grant_Passive_OnAbilityHitMoveSpeed_C GE_Grant_Passive_OnAbilityHitMoveSpeed.Default__GE_Grant_Passive_OnAbilityHitMoveSpeed_C
GE_Card_Passive_OnAbilityHitMoveSpeed_C GE_Card_Passive_OnAbilityHitMoveSpeed.Default__GE_Card_Passive_OnAbilityHitMoveSpeed_C
GE_Grant_Card_OnHit_CritChance_C GE_Grant_Card_OnHit_CritChance.Default__GE_Grant_Card_OnHit_CritChance_C
GE_Card_GainCritChance_C GE_Card_GainCritChance.Default__GE_Card_GainCritChance_C
GE_Grant_ShieldAOE_C GE_Grant_ShieldAOE.Default__GE_Grant_ShieldAOE_C
GE_Grant_ShieldAOE_Child_Beta_U_O_04_C GE_Grant_ShieldAOE_Child_Beta_U_O_04.Default__GE_Grant_ShieldAOE_Child_Beta_U_O_04_C
GE_Grant_StasisGem_C GE_Grant_StasisGem.Default__GE_Grant_StasisGem_C
GE_Stasis_C GE_Stasis.Default__GE_Stasis_C
GE_Card_Divine_Shield_C GE_Card_Divine_Shield.Default__GE_Card_Divine_Shield_C
GE_Card_Offensive_Maneuvers_C GE_Card_Offensive_Maneuvers.Default__GE_Card_Offensive_Maneuvers_C
